#          r               U
     0.1014037E+01     0.8761751E-09
     0.1014053E+01     0.8761611E-09
     0.1014069E+01     0.8761472E-09
     0.1014085E+01     0.8761333E-09
     0.1014101E+01     0.8761194E-09
     0.1014117E+01     0.8761056E-09
     0.1014133E+01     0.8760918E-09
     0.1014149E+01     0.8760780E-09
     0.1014165E+01     0.8760643E-09
     0.1014181E+01     0.8760506E-09
     0.1014196E+01     0.8760370E-09
     0.1014212E+01     0.8760234E-09
     0.1014228E+01     0.8760098E-09
     0.1014244E+01     0.8759962E-09
     0.1014259E+01     0.8759827E-09
     0.1014275E+01     0.8759693E-09
     0.1014290E+01     0.8759558E-09
     0.1014306E+01     0.8759424E-09
     0.1014321E+01     0.8759291E-09
     0.1014337E+01     0.8759157E-09
     0.1014352E+01     0.8759024E-09
     0.1014368E+01     0.8758892E-09
     0.1014383E+01     0.8758760E-09
     0.1014398E+01     0.8758628E-09
     0.1014413E+01     0.8758496E-09
     0.1014429E+01     0.8758365E-09
     0.1014444E+01     0.8758234E-09
     0.1014459E+01     0.8758104E-09
     0.1014474E+01     0.8757974E-09
     0.1014489E+01     0.8757844E-09
     0.1014504E+01     0.8757715E-09
     0.1014519E+01     0.8757586E-09
     0.1014534E+01     0.8757457E-09
     0.1014549E+01     0.8757329E-09
     0.1014563E+01     0.8757201E-09
     0.1014578E+01     0.8757074E-09
     0.1014593E+01     0.8756947E-09
     0.1014608E+01     0.8756820E-09
     0.1014622E+01     0.8756693E-09
     0.1014637E+01     0.8756567E-09
     0.1014651E+01     0.8756442E-09
     0.1014666E+01     0.8756316E-09
     0.1014680E+01     0.8756191E-09
     0.1014695E+01     0.8756067E-09
     0.1014709E+01     0.8755943E-09
     0.1014724E+01     0.8755819E-09
     0.1014738E+01     0.8755695E-09
     0.1014752E+01     0.8755572E-09
     0.1014766E+01     0.8755449E-09
     0.1014781E+01     0.8755327E-09
     0.1014795E+01     0.8755205E-09
     0.1014809E+01     0.8755083E-09
     0.1014823E+01     0.8754962E-09
     0.1014837E+01     0.8754841E-09
     0.1014851E+01     0.8754721E-09
     0.1014865E+01     0.8754600E-09
     0.1014879E+01     0.8754481E-09
     0.1014893E+01     0.8754361E-09
     0.1014906E+01     0.8754242E-09
     0.1014920E+01     0.8754123E-09
     0.1014934E+01     0.8754005E-09
     0.1014947E+01     0.8753887E-09
     0.1014961E+01     0.8753770E-09
     0.1014975E+01     0.8753652E-09
     0.1014988E+01     0.8753536E-09
     0.1015002E+01     0.8753419E-09
     0.1015015E+01     0.8753303E-09
     0.1015029E+01     0.8753187E-09
     0.1015042E+01     0.8753072E-09
     0.1015055E+01     0.8752957E-09
     0.1015069E+01     0.8752842E-09
     0.1015082E+01     0.8752728E-09
     0.1015095E+01     0.8752614E-09
     0.1015108E+01     0.8752501E-09
     0.1015121E+01     0.8752388E-09
     0.1015134E+01     0.8752275E-09
     0.1015147E+01     0.8752163E-09
     0.1015160E+01     0.8752051E-09
     0.1015173E+01     0.8751939E-09
     0.1015186E+01     0.8751828E-09
     0.1015199E+01     0.8751717E-09
     0.1015212E+01     0.8751607E-09
     0.1015225E+01     0.8751496E-09
     0.1015237E+01     0.8751387E-09
     0.1015250E+01     0.8751277E-09
     0.1015263E+01     0.8751168E-09
     0.1015275E+01     0.8751060E-09
     0.1015288E+01     0.8750952E-09
     0.1015300E+01     0.8750844E-09
     0.1015313E+01     0.8750736E-09
     0.1015325E+01     0.8750629E-09
     0.1015338E+01     0.8750523E-09
     0.1015350E+01     0.8750416E-09
     0.1015362E+01     0.8750310E-09
     0.1015375E+01     0.8750205E-09
     0.1015387E+01     0.8750100E-09
     0.1015399E+01     0.8749995E-09
     0.1015411E+01     0.8749891E-09
     0.1015423E+01     0.8749787E-09
     0.1015435E+01     0.8749683E-09
     0.1015447E+01     0.8749580E-09
     0.1015459E+01     0.8749477E-09
     0.1015471E+01     0.8749374E-09
     0.1015483E+01     0.8749272E-09
     0.1015495E+01     0.8749170E-09
     0.1015506E+01     0.8749069E-09
     0.1015518E+01     0.8748968E-09
     0.1015530E+01     0.8748868E-09
     0.1015541E+01     0.8748767E-09
     0.1015553E+01     0.8748668E-09
     0.1015565E+01     0.8748568E-09
     0.1015576E+01     0.8748469E-09
     0.1015588E+01     0.8748370E-09
     0.1015599E+01     0.8748272E-09
     0.1015610E+01     0.8748174E-09
     0.1015622E+01     0.8748077E-09
     0.1015633E+01     0.8747980E-09
     0.1015644E+01     0.8747883E-09
     0.1015655E+01     0.8747787E-09
     0.1015666E+01     0.8747691E-09
     0.1015678E+01     0.8747595E-09
     0.1015689E+01     0.8747500E-09
     0.1015700E+01     0.8747405E-09
     0.1015711E+01     0.8747311E-09
     0.1015721E+01     0.8747217E-09
     0.1015732E+01     0.8747123E-09
     0.1015743E+01     0.8747030E-09
     0.1015754E+01     0.8746937E-09
     0.1015765E+01     0.8746845E-09
     0.1015775E+01     0.8746752E-09
     0.1015786E+01     0.8746661E-09
     0.1015797E+01     0.8746569E-09
     0.1015807E+01     0.8746479E-09
     0.1015818E+01     0.8746388E-09
     0.1015828E+01     0.8746298E-09
     0.1015839E+01     0.8746208E-09
     0.1015849E+01     0.8746119E-09
     0.1015859E+01     0.8746030E-09
     0.1015870E+01     0.8745941E-09
     0.1015880E+01     0.8745853E-09
     0.1015890E+01     0.8745765E-09
     0.1015900E+01     0.8745678E-09
     0.1015910E+01     0.8745591E-09
     0.1015920E+01     0.8745504E-09
     0.1015930E+01     0.8745418E-09
     0.1015940E+01     0.8745332E-09
     0.1015950E+01     0.8745247E-09
     0.1015960E+01     0.8745162E-09
     0.1015970E+01     0.8745077E-09
     0.1015980E+01     0.8744993E-09
     0.1015989E+01     0.8744909E-09
     0.1015999E+01     0.8744826E-09
     0.1016009E+01     0.8744743E-09
     0.1016018E+01     0.8744660E-09
     0.1016028E+01     0.8744578E-09
     0.1016038E+01     0.8744496E-09
     0.1016047E+01     0.8744414E-09
     0.1016056E+01     0.8744333E-09
     0.1016066E+01     0.8744252E-09
     0.1016075E+01     0.8744172E-09
     0.1016084E+01     0.8744092E-09
     0.1016094E+01     0.8744013E-09
     0.1016103E+01     0.8743933E-09
     0.1016112E+01     0.8743855E-09
     0.1016121E+01     0.8743776E-09
     0.1016130E+01     0.8743698E-09
     0.1016139E+01     0.8743621E-09
     0.1016148E+01     0.8743544E-09
     0.1016157E+01     0.8743467E-09
     0.1016166E+01     0.8743391E-09
     0.1016175E+01     0.8743315E-09
     0.1016184E+01     0.8743239E-09
     0.1016192E+01     0.8743164E-09
     0.1016201E+01     0.8743089E-09
     0.1016210E+01     0.8743015E-09
     0.1016218E+01     0.8742941E-09
     0.1016227E+01     0.8742867E-09
     0.1016235E+01     0.8742794E-09
     0.1016244E+01     0.8742721E-09
     0.1016252E+01     0.8742649E-09
     0.1016261E+01     0.8742577E-09
     0.1016269E+01     0.8742505E-09
     0.1016277E+01     0.8742434E-09
     0.1016285E+01     0.8742363E-09
     0.1016294E+01     0.8742293E-09
     0.1016302E+01     0.8742223E-09
     0.1016310E+01     0.8742154E-09
     0.1016318E+01     0.8742084E-09
     0.1016326E+01     0.8742016E-09
     0.1016334E+01     0.8741947E-09
     0.1016342E+01     0.8741879E-09
     0.1016349E+01     0.8741812E-09
     0.1016357E+01     0.8741744E-09
     0.1016365E+01     0.8741678E-09
     0.1016373E+01     0.8741611E-09
     0.1016380E+01     0.8741545E-09
     0.1016388E+01     0.8741480E-09
     0.1016396E+01     0.8741415E-09
     0.1016403E+01     0.8741350E-09
     0.1016411E+01     0.8741286E-09
     0.1016418E+01     0.8741222E-09
     0.1016425E+01     0.8741158E-09
     0.1016433E+01     0.8741095E-09
     0.1016440E+01     0.8741032E-09
     0.1016447E+01     0.8740970E-09
     0.1016455E+01     0.8740908E-09
     0.1016462E+01     0.8740846E-09
     0.1016469E+01     0.8740785E-09
     0.1016476E+01     0.8740724E-09
     0.1016483E+01     0.8740664E-09
     0.1016490E+01     0.8740604E-09
     0.1016497E+01     0.8740545E-09
     0.1016504E+01     0.8740485E-09
     0.1016511E+01     0.8740427E-09
     0.1016517E+01     0.8740368E-09
     0.1016524E+01     0.8740310E-09
     0.1016531E+01     0.8740253E-09
     0.1016537E+01     0.8740196E-09
     0.1016544E+01     0.8740139E-09
     0.1016551E+01     0.8740083E-09
     0.1016557E+01     0.8740027E-09
     0.1016563E+01     0.8739971E-09
     0.1016570E+01     0.8739916E-09
     0.1016576E+01     0.8739862E-09
     0.1016583E+01     0.8739807E-09
     0.1016589E+01     0.8739754E-09
     0.1016595E+01     0.8739700E-09
     0.1016601E+01     0.8739647E-09
     0.1016607E+01     0.8739594E-09
     0.1016613E+01     0.8739542E-09
     0.1016619E+01     0.8739490E-09
     0.1016625E+01     0.8739439E-09
     0.1016631E+01     0.8739388E-09
     0.1016637E+01     0.8739337E-09
     0.1016643E+01     0.8739287E-09
     0.1016649E+01     0.8739237E-09
     0.1016655E+01     0.8739188E-09
     0.1016660E+01     0.8739139E-09
     0.1016666E+01     0.8739090E-09
     0.1016672E+01     0.8739042E-09
     0.1016677E+01     0.8738994E-09
     0.1016683E+01     0.8738947E-09
     0.1016688E+01     0.8738900E-09
     0.1016694E+01     0.8738854E-09
     0.1016699E+01     0.8738808E-09
     0.1016704E+01     0.8738762E-09
     0.1016709E+01     0.8738716E-09
     0.1016715E+01     0.8738672E-09
     0.1016720E+01     0.8738627E-09
     0.1016725E+01     0.8738583E-09
     0.1016730E+01     0.8738539E-09
     0.1016735E+01     0.8738496E-09
     0.1016740E+01     0.8738453E-09
     0.1016745E+01     0.8738411E-09
     0.1016750E+01     0.8738369E-09
     0.1016755E+01     0.8738327E-09
     0.1016760E+01     0.8738286E-09
     0.1016764E+01     0.8738245E-09
     0.1016769E+01     0.8738205E-09
     0.1016774E+01     0.8738165E-09
     0.1016778E+01     0.8738125E-09
     0.1016783E+01     0.8738086E-09
     0.1016787E+01     0.8738047E-09
     0.1016792E+01     0.8738009E-09
     0.1016796E+01     0.8737971E-09
     0.1016801E+01     0.8737933E-09
     0.1016805E+01     0.8737896E-09
     0.1016809E+01     0.8737859E-09
     0.1016813E+01     0.8737823E-09
     0.1016818E+01     0.8737787E-09
     0.1016822E+01     0.8737752E-09
     0.1016826E+01     0.8737717E-09
     0.1016830E+01     0.8737682E-09
     0.1016834E+01     0.8737648E-09
     0.1016838E+01     0.8737614E-09
     0.1016842E+01     0.8737580E-09
     0.1016845E+01     0.8737547E-09
     0.1016849E+01     0.8737515E-09
     0.1016853E+01     0.8737483E-09
     0.1016857E+01     0.8737451E-09
     0.1016860E+01     0.8737420E-09
     0.1016864E+01     0.8737389E-09
     0.1016868E+01     0.8737358E-09
     0.1016871E+01     0.8737328E-09
     0.1016875E+01     0.8737298E-09
     0.1016878E+01     0.8737269E-09
     0.1016881E+01     0.8737240E-09
     0.1016885E+01     0.8737211E-09
     0.1016888E+01     0.8737183E-09
     0.1016891E+01     0.8737156E-09
     0.1016894E+01     0.8737128E-09
     0.1016897E+01     0.8737102E-09
     0.1016900E+01     0.8737075E-09
     0.1016903E+01     0.8737049E-09
     0.1016906E+01     0.8737024E-09
     0.1016909E+01     0.8736998E-09
     0.1016912E+01     0.8736974E-09
     0.1016915E+01     0.8736949E-09
     0.1016918E+01     0.8736925E-09
     0.1016921E+01     0.8736902E-09
     0.1016923E+01     0.8736879E-09
     0.1016926E+01     0.8736856E-09
     0.1016929E+01     0.8736833E-09
     0.1016931E+01     0.8736812E-09
     0.1016934E+01     0.8736790E-09
     0.1016936E+01     0.8736769E-09
     0.1016938E+01     0.8736748E-09
     0.1016941E+01     0.8736728E-09
     0.1016943E+01     0.8736708E-09
     0.1016945E+01     0.8736689E-09
     0.1016948E+01     0.8736670E-09
     0.1016950E+01     0.8736651E-09
     0.1016952E+01     0.8736633E-09
     0.1016954E+01     0.8736615E-09
     0.1016956E+01     0.8736598E-09
     0.1016958E+01     0.8736581E-09
     0.1016960E+01     0.8736565E-09
     0.1016962E+01     0.8736548E-09
     0.1016964E+01     0.8736533E-09
     0.1016965E+01     0.8736517E-09
     0.1016967E+01     0.8736503E-09
     0.1016969E+01     0.8736488E-09
     0.1016970E+01     0.8736474E-09
     0.1016972E+01     0.8736461E-09
     0.1016974E+01     0.8736447E-09
     0.1016975E+01     0.8736434E-09
     0.1016976E+01     0.8736422E-09
     0.1016978E+01     0.8736410E-09
     0.1016979E+01     0.8736399E-09
     0.1016981E+01     0.8736387E-09
     0.1016982E+01     0.8736377E-09
     0.1016983E+01     0.8736366E-09
     0.1016984E+01     0.8736356E-09
     0.1016985E+01     0.8736347E-09
     0.1016986E+01     0.8736338E-09
     0.1016987E+01     0.8736329E-09
     0.1016988E+01     0.8736321E-09
     0.1016989E+01     0.8736313E-09
     0.1016990E+01     0.8736306E-09
     0.1016991E+01     0.8736299E-09
     0.1016992E+01     0.8736292E-09
     0.1016992E+01     0.8736286E-09
     0.1016993E+01     0.8736280E-09
     0.1016994E+01     0.8736275E-09
     0.1016994E+01     0.8736270E-09
     0.1016995E+01     0.8736265E-09
     0.1016995E+01     0.8736261E-09
     0.1016996E+01     0.8736258E-09
     0.1016996E+01     0.8736254E-09
     0.1016996E+01     0.8736252E-09
     0.1016997E+01     0.8736249E-09
     0.1016997E+01     0.8736247E-09
     0.1016997E+01     0.8736245E-09
     0.1016997E+01     0.8736244E-09
     0.1016997E+01     0.8736243E-09
     0.1016997E+01     0.8736243E-09
     0.1016997E+01     0.8736243E-09
     0.1016997E+01     0.8736244E-09
     0.1016997E+01     0.8736244E-09
     0.1016997E+01     0.8736246E-09
     0.1016997E+01     0.8736247E-09
     0.1016997E+01     0.8736249E-09
     0.1016996E+01     0.8736252E-09
     0.1016996E+01     0.8736255E-09
     0.1016996E+01     0.8736258E-09
     0.1016995E+01     0.8736262E-09
     0.1016995E+01     0.8736266E-09
     0.1016994E+01     0.8736271E-09
     0.1016994E+01     0.8736276E-09
     0.1016993E+01     0.8736281E-09
     0.1016992E+01     0.8736287E-09
     0.1016991E+01     0.8736293E-09
     0.1016991E+01     0.8736300E-09
     0.1016990E+01     0.8736307E-09
     0.1016989E+01     0.8736315E-09
     0.1016988E+01     0.8736322E-09
     0.1016987E+01     0.8736331E-09
     0.1016986E+01     0.8736340E-09
     0.1016985E+01     0.8736349E-09
     0.1016984E+01     0.8736358E-09
     0.1016983E+01     0.8736368E-09
     0.1016982E+01     0.8736379E-09
     0.1016980E+01     0.8736389E-09
     0.1016979E+01     0.8736401E-09
     0.1016978E+01     0.8736412E-09
     0.1016976E+01     0.8736424E-09
     0.1016975E+01     0.8736437E-09
     0.1016973E+01     0.8736450E-09
     0.1016972E+01     0.8736463E-09
     0.1016970E+01     0.8736477E-09
     0.1016968E+01     0.8736491E-09
     0.1016967E+01     0.8736505E-09
     0.1016965E+01     0.8736520E-09
     0.1016963E+01     0.8736536E-09
     0.1016961E+01     0.8736551E-09
     0.1016960E+01     0.8736568E-09
     0.1016958E+01     0.8736584E-09
     0.1016956E+01     0.8736601E-09
     0.1016954E+01     0.8736619E-09
     0.1016952E+01     0.8736636E-09
     0.1016949E+01     0.8736655E-09
     0.1016947E+01     0.8736673E-09
     0.1016945E+01     0.8736692E-09
     0.1016943E+01     0.8736712E-09
     0.1016940E+01     0.8736732E-09
     0.1016938E+01     0.8736752E-09
     0.1016936E+01     0.8736773E-09
     0.1016933E+01     0.8736794E-09
     0.1016931E+01     0.8736816E-09
     0.1016928E+01     0.8736838E-09
     0.1016926E+01     0.8736860E-09
     0.1016923E+01     0.8736883E-09
     0.1016920E+01     0.8736906E-09
     0.1016917E+01     0.8736930E-09
     0.1016915E+01     0.8736954E-09
     0.1016912E+01     0.8736978E-09
     0.1016909E+01     0.8737003E-09
     0.1016906E+01     0.8737028E-09
     0.1016903E+01     0.8737054E-09
     0.1016900E+01     0.8737080E-09
     0.1016897E+01     0.8737106E-09
     0.1016894E+01     0.8737133E-09
     0.1016891E+01     0.8737161E-09
     0.1016887E+01     0.8737188E-09
     0.1016884E+01     0.8737217E-09
     0.1016881E+01     0.8737245E-09
     0.1016877E+01     0.8737274E-09
     0.1016874E+01     0.8737304E-09
     0.1016870E+01     0.8737333E-09
     0.1016867E+01     0.8737364E-09
     0.1016863E+01     0.8737394E-09
     0.1016860E+01     0.8737425E-09
     0.1016856E+01     0.8737457E-09
     0.1016852E+01     0.8737488E-09
     0.1016849E+01     0.8737521E-09
     0.1016845E+01     0.8737553E-09
     0.1016841E+01     0.8737587E-09
     0.1016837E+01     0.8737620E-09
     0.1016833E+01     0.8737654E-09
     0.1016829E+01     0.8737688E-09
     0.1016825E+01     0.8737723E-09
     0.1016821E+01     0.8737758E-09
     0.1016817E+01     0.8737794E-09
     0.1016813E+01     0.8737830E-09
     0.1016808E+01     0.8737866E-09
     0.1016804E+01     0.8737903E-09
     0.1016800E+01     0.8737940E-09
     0.1016795E+01     0.8737978E-09
     0.1016791E+01     0.8738016E-09
     0.1016787E+01     0.8738054E-09
     0.1016782E+01     0.8738093E-09
     0.1016777E+01     0.8738132E-09
     0.1016773E+01     0.8738172E-09
     0.1016768E+01     0.8738212E-09
     0.1016763E+01     0.8738252E-09
     0.1016759E+01     0.8738293E-09
     0.1016754E+01     0.8738335E-09
     0.1016749E+01     0.8738376E-09
     0.1016744E+01     0.8738418E-09
     0.1016739E+01     0.8738461E-09
     0.1016734E+01     0.8738504E-09
     0.1016729E+01     0.8738547E-09
     0.1016724E+01     0.8738591E-09
     0.1016719E+01     0.8738635E-09
     0.1016714E+01     0.8738680E-09
     0.1016709E+01     0.8738725E-09
     0.1016703E+01     0.8738770E-09
     0.1016698E+01     0.8738816E-09
     0.1016693E+01     0.8738862E-09
     0.1016687E+01     0.8738909E-09
     0.1016682E+01     0.8738956E-09
     0.1016676E+01     0.8739003E-09
     0.1016671E+01     0.8739051E-09
     0.1016665E+01     0.8739099E-09
     0.1016659E+01     0.8739148E-09
     0.1016654E+01     0.8739197E-09
     0.1016648E+01     0.8739246E-09
     0.1016642E+01     0.8739296E-09
     0.1016636E+01     0.8739347E-09
     0.1016630E+01     0.8739397E-09
     0.1016624E+01     0.8739448E-09
     0.1016618E+01     0.8739500E-09
     0.1016612E+01     0.8739552E-09
     0.1016606E+01     0.8739604E-09
     0.1016600E+01     0.8739657E-09
     0.1016594E+01     0.8739710E-09
     0.1016588E+01     0.8739763E-09
     0.1016581E+01     0.8739817E-09
     0.1016575E+01     0.8739872E-09
     0.1016569E+01     0.8739926E-09
     0.1016562E+01     0.8739982E-09
     0.1016556E+01     0.8740037E-09
     0.1016549E+01     0.8740093E-09
     0.1016543E+01     0.8740149E-09
     0.1016536E+01     0.8740206E-09
     0.1016530E+01     0.8740263E-09
     0.1016523E+01     0.8740321E-09
     0.1016516E+01     0.8740379E-09
     0.1016509E+01     0.8740437E-09
     0.1016502E+01     0.8740496E-09
     0.1016496E+01     0.8740555E-09
     0.1016489E+01     0.8740615E-09
     0.1016482E+01     0.8740675E-09
     0.1016475E+01     0.8740735E-09
     0.1016468E+01     0.8740796E-09
     0.1016460E+01     0.8740857E-09
     0.1016453E+01     0.8740919E-09
     0.1016446E+01     0.8740981E-09
     0.1016439E+01     0.8741043E-09
     0.1016431E+01     0.8741106E-09
     0.1016424E+01     0.8741170E-09
     0.1016417E+01     0.8741233E-09
     0.1016409E+01     0.8741297E-09
     0.1016402E+01     0.8741362E-09
     0.1016394E+01     0.8741426E-09
     0.1016387E+01     0.8741492E-09
     0.1016379E+01     0.8741557E-09
     0.1016371E+01     0.8741623E-09
     0.1016364E+01     0.8741690E-09
     0.1016356E+01     0.8741757E-09
     0.1016348E+01     0.8741824E-09
     0.1016340E+01     0.8741892E-09
     0.1016332E+01     0.8741960E-09
     0.1016324E+01     0.8742028E-09
     0.1016316E+01     0.8742097E-09
     0.1016308E+01     0.8742166E-09
     0.1016300E+01     0.8742236E-09
     0.1016292E+01     0.8742306E-09
     0.1016284E+01     0.8742376E-09
     0.1016276E+01     0.8742447E-09
     0.1016267E+01     0.8742518E-09
     0.1016259E+01     0.8742590E-09
     0.1016251E+01     0.8742662E-09
     0.1016242E+01     0.8742735E-09
     0.1016234E+01     0.8742807E-09
     0.1016225E+01     0.8742881E-09
     0.1016217E+01     0.8742954E-09
     0.1016208E+01     0.8743028E-09
     0.1016199E+01     0.8743103E-09
     0.1016191E+01     0.8743178E-09
     0.1016182E+01     0.8743253E-09
     0.1016173E+01     0.8743328E-09
     0.1016164E+01     0.8743405E-09
     0.1016155E+01     0.8743481E-09
     0.1016147E+01     0.8743558E-09
     0.1016138E+01     0.8743635E-09
     0.1016129E+01     0.8743713E-09
     0.1016119E+01     0.8743791E-09
     0.1016110E+01     0.8743869E-09
     0.1016101E+01     0.8743948E-09
     0.1016092E+01     0.8744027E-09
     0.1016083E+01     0.8744107E-09
     0.1016073E+01     0.8744187E-09
     0.1016064E+01     0.8744267E-09
     0.1016055E+01     0.8744348E-09
     0.1016045E+01     0.8744429E-09
     0.1016036E+01     0.8744511E-09
     0.1016026E+01     0.8744592E-09
     0.1016017E+01     0.8744675E-09
     0.1016007E+01     0.8744758E-09
     0.1015997E+01     0.8744841E-09
     0.1015988E+01     0.8744924E-09
     0.1015978E+01     0.8745008E-09
     0.1015968E+01     0.8745093E-09
     0.1015958E+01     0.8745177E-09
     0.1015948E+01     0.8745262E-09
     0.1015939E+01     0.8745348E-09
     0.1015929E+01     0.8745434E-09
     0.1015919E+01     0.8745520E-09
     0.1015908E+01     0.8745607E-09
     0.1015898E+01     0.8745694E-09
     0.1015888E+01     0.8745781E-09
     0.1015878E+01     0.8745869E-09
     0.1015868E+01     0.8745957E-09
     0.1015857E+01     0.8746046E-09
     0.1015847E+01     0.8746135E-09
     0.1015837E+01     0.8746224E-09
     0.1015826E+01     0.8746314E-09
     0.1015816E+01     0.8746405E-09
     0.1015805E+01     0.8746495E-09
     0.1015795E+01     0.8746586E-09
     0.1015784E+01     0.8746677E-09
     0.1015773E+01     0.8746769E-09
     0.1015763E+01     0.8746861E-09
     0.1015752E+01     0.8746954E-09
     0.1015741E+01     0.8747047E-09
     0.1015730E+01     0.8747140E-09
     0.1015719E+01     0.8747234E-09
     0.1015709E+01     0.8747328E-09
     0.1015698E+01     0.8747422E-09
     0.1015687E+01     0.8747517E-09
     0.1015676E+01     0.8747612E-09
     0.1015664E+01     0.8747708E-09
     0.1015653E+01     0.8747804E-09
     0.1015642E+01     0.8747901E-09
     0.1015631E+01     0.8747997E-09
     0.1015620E+01     0.8748095E-09
     0.1015608E+01     0.8748192E-09
     0.1015597E+01     0.8748290E-09
     0.1015585E+01     0.8748388E-09
     0.1015574E+01     0.8748487E-09
     0.1015562E+01     0.8748586E-09
     0.1015551E+01     0.8748686E-09
     0.1015539E+01     0.8748786E-09
     0.1015528E+01     0.8748886E-09
     0.1015516E+01     0.8748987E-09
     0.1015504E+01     0.8749088E-09
     0.1015492E+01     0.8749189E-09
     0.1015481E+01     0.8749291E-09
     0.1015469E+01     0.8749393E-09
     0.1015457E+01     0.8749495E-09
     0.1015445E+01     0.8749598E-09
     0.1015433E+01     0.8749702E-09
     0.1015421E+01     0.8749805E-09
     0.1015409E+01     0.8749910E-09
     0.1015397E+01     0.8750014E-09
     0.1015385E+01     0.8750119E-09
     0.1015372E+01     0.8750224E-09
     0.1015360E+01     0.8750330E-09
     0.1015348E+01     0.8750436E-09
     0.1015335E+01     0.8750542E-09
     0.1015323E+01     0.8750649E-09
     0.1015311E+01     0.8750756E-09
     0.1015298E+01     0.8750863E-09
     0.1015286E+01     0.8750971E-09
     0.1015273E+01     0.8751080E-09
     0.1015260E+01     0.8751188E-09
     0.1015248E+01     0.8751297E-09
     0.1015235E+01     0.8751407E-09
     0.1015222E+01     0.8751516E-09
     0.1015210E+01     0.8751627E-09
     0.1015197E+01     0.8751737E-09
     0.1015184E+01     0.8751848E-09
     0.1015171E+01     0.8751959E-09
     0.1015158E+01     0.8752071E-09
     0.1015145E+01     0.8752183E-09
     0.1015132E+01     0.8752295E-09
     0.1015119E+01     0.8752408E-09
     0.1015106E+01     0.8752521E-09
     0.1015093E+01     0.8752635E-09
     0.1015079E+01     0.8752749E-09
     0.1015066E+01     0.8752863E-09
     0.1015053E+01     0.8752978E-09
     0.1015040E+01     0.8753093E-09
     0.1015026E+01     0.8753208E-09
     0.1015013E+01     0.8753324E-09
     0.1014999E+01     0.8753440E-09
     0.1014986E+01     0.8753557E-09
     0.1014972E+01     0.8753674E-09
     0.1014959E+01     0.8753791E-09
     0.1014945E+01     0.8753909E-09
     0.1014931E+01     0.8754027E-09
     0.1014918E+01     0.8754145E-09
     0.1014904E+01     0.8754264E-09
     0.1014890E+01     0.8754383E-09
     0.1014876E+01     0.8754502E-09
     0.1014862E+01     0.8754622E-09
     0.1014848E+01     0.8754743E-09
     0.1014834E+01     0.8754863E-09
     0.1014820E+01     0.8754984E-09
     0.1014806E+01     0.8755105E-09
     0.1014792E+01     0.8755227E-09
     0.1014778E+01     0.8755349E-09
     0.1014764E+01     0.8755472E-09
     0.1014750E+01     0.8755595E-09
     0.1014735E+01     0.8755718E-09
     0.1014721E+01     0.8755841E-09
     0.1014707E+01     0.8755965E-09
     0.1014692E+01     0.8756090E-09
     0.1014678E+01     0.8756214E-09
     0.1014663E+01     0.8756339E-09
     0.1014649E+01     0.8756465E-09
     0.1014634E+01     0.8756590E-09
     0.1014620E+01     0.8756716E-09
     0.1014605E+01     0.8756843E-09
     0.1014590E+01     0.8756970E-09
     0.1014575E+01     0.8757097E-09
     0.1014561E+01     0.8757225E-09
     0.1014546E+01     0.8757352E-09
     0.1014531E+01     0.8757481E-09
     0.1014516E+01     0.8757609E-09
     0.1014501E+01     0.8757738E-09
     0.1014486E+01     0.8757868E-09
     0.1014471E+01     0.8757998E-09
     0.1014456E+01     0.8758128E-09
     0.1014441E+01     0.8758258E-09
     0.1014426E+01     0.8758389E-09
     0.1014411E+01     0.8758520E-09
     0.1014395E+01     0.8758652E-09
     0.1014380E+01     0.8758784E-09
     0.1014365E+01     0.8758916E-09
     0.1014349E+01     0.8759049E-09
     0.1014334E+01     0.8759182E-09
     0.1014319E+01     0.8759315E-09
     0.1014303E+01     0.8759449E-09
     0.1014288E+01     0.8759583E-09
     0.1014272E+01     0.8759717E-09
     0.1014256E+01     0.8759852E-09
     0.1014241E+01     0.8759987E-09
     0.1014225E+01     0.8760123E-09
     0.1014209E+01     0.8760258E-09
     0.1014194E+01     0.8760395E-09
     0.1014178E+01     0.8760531E-09
     0.1014162E+01     0.8760668E-09
     0.1014146E+01     0.8760805E-09
     0.1014130E+01     0.8760943E-09
     0.1014114E+01     0.8761081E-09
     0.1014098E+01     0.8761219E-09
     0.1014082E+01     0.8761358E-09
     0.1014066E+01     0.8761497E-09
     0.1014050E+01     0.8761636E-09
     0.1014034E+01     0.8761776E-09
     0.1014017E+01     0.8761916E-09
     0.1014001E+01     0.8762057E-09
     0.1013985E+01     0.8762198E-09
     0.1013969E+01     0.8762339E-09
     0.1013952E+01     0.8762480E-09
     0.1013936E+01     0.8762622E-09
     0.1013919E+01     0.8762764E-09
     0.1013903E+01     0.8762907E-09
     0.1013886E+01     0.8763050E-09
     0.1013870E+01     0.8763193E-09
     0.1013853E+01     0.8763337E-09
     0.1013836E+01     0.8763480E-09
     0.1013820E+01     0.8763625E-09
     0.1013803E+01     0.8763769E-09
     0.1013786E+01     0.8763914E-09
     0.1013769E+01     0.8764060E-09
     0.1013753E+01     0.8764205E-09
     0.1013736E+01     0.8764351E-09
     0.1013719E+01     0.8764498E-09
     0.1013702E+01     0.8764645E-09
     0.1013685E+01     0.8764792E-09
     0.1013668E+01     0.8764939E-09
     0.1013651E+01     0.8765087E-09
     0.1013634E+01     0.8765235E-09
